-6.416569444390587407e-01 -1.479488679178226462e+00
4.292051189692311919e-01 -3.260453688761191238e-01
-5.787816137502087566e-01 -8.368589307353969664e-01
2.272784226453065326e+00 5.972235232561821094e-01
1.093237722997018047e+00 2.066785637564050315e+00
8.472993273529420000e-01 -1.024068245603018346e+00
3.480666863563764424e-01 1.408595939143158837e+00
7.532507304635651657e-01 -1.025368845167977661e+00
8.394008603257634427e-01 7.748463673691424747e-01
-1.637333542109166373e+00 5.743984992161865755e-01
