3.972006454880767734e+01 1.521261589189355501e+00
2.006082516033771412e+01 2.114541802131992831e+00
2.650522809890517806e+01 1.557950301472652122e+01
3.555135741395158533e+00 4.446819411131047950e+00
1.268336010673205827e+01 1.381122306808645561e+01
3.326924672131205085e+01 1.982731083472009104e+01
2.637694446912979984e+01 2.591264222095190917e+01
2.397037914108866019e+01 1.737575438189985277e+01
4.287390480139821491e+00 9.430124006489844390e+00
4.681405929942868482e+01 1.744709082112183651e+01
